"Geneid" "1.sam" "2.sam" "3.sam" "4.sam" "5.sam" "6.sam" "7.sam" "8.sam" "9.sam" "10.sam" "11.sam" "12.sam" "13.sam" "14.sam" "15.sam" "16.sam" "17.sam" "18.sam" "19.sam" "20.sam" "21.sam" "22.sam" "23.sam" "24.sam"
"MURVY-LTR" 2 0 31 0 7 6 0 22.8 5 3 6 7 9 0 32 4 13 0 9 10 9 0 20.2 12.2
"L1ME2z" 9 19 26 18 15 14 0 36 14 50 9 43 40 22 8 4.2 8 14 39 4 20 0 50.2 3
"RMER19B2" 327.7 58.7 225.4 482.82 124.9 326.22 739 273.27 243.13 278.6 54.6 140 138.63 153.2 196 298 312.28 387.83 236.3 385.73 574.63 85 506.5 165
"L1MD2" 245.75 75 305 468.15 251 309.53 308 301 281.7 356.6 63.6 113 168 62 293 429.92 335.33 513 302 453 659.2 216 571 366
"RLTR26_Mus" 15.9 3 1 7.6 0.5 14.07 1 6 8.2 4.5 3 3 4.8 0 37 2.88 12.8 15 6 5.2 12.4 26 7.2 9
"Arthur1B" 54 6 76 62 28 55 50 49 24 12 15 1 23 13 0 54 43 26 49 38 118 30 95 66
"Arthur1" 12 2 40 12 0 9.5 20 11 7 3 0 4 16 0 0 3 8 5 13 10 1 19 31 13
"(TTAA)n" 6 1 14 10 0 10 0 8 6 16 2 1 8 0 0 0 3 8 15.4 0 5 0 8 2
"MMERVK10C-int" 102.7 35 110.2 201.73 79.95 167.37 62.63 143.32 91.37 120.37 47.85 34 89.25 62 57 131.2 138.62 181.87 182.93 79.9 198.55 55 262.45 75.3
"Tigger5b" 36 6 92 23 46 23 0 16 13 48 11 23 15 15 47 7 12 51.2 30.33 0 21 19 47 12
"MER44A" 2 0 8 1 17 16 0 8.5 5 12 8 27 18 0 11 17 7.2 40 23 0 18 0 27 11
"(CG)n" 0 1 0 0 1 3 0 0 3 0 0 0 7 0 0 3 5 1 7 0 1 0 6 6
"RLTR42" 3 1 0 3 3 1 0 9 0 7 8 2 5.5 0 0 3 0 0 2 0 5 0 8 0
"RMER6B" 5 11.8 22 16.9 14 14.35 0 10.67 16.78 13 9.5 39 13.5 1 0 8 19.1 11.5 24.33 20 12.6 0 29 20
"MLT1L" 25 21 21 41 72 29.5 51 6 26 29 18 122 59 44 11 49 26.33 0 36.5 30 41 41 64.5 0
"(CCTA)n" 0 1 0 2 0 1 0 2 1 0 0.25 4 0 0 0 0 1 0 0 0 0 0 3 0
"L1Md_Gf" 2.2 0.2 3 2 11.3 7.25 0 8.6 5.73 4.82 8.05 11.9 11 3.2 3.25 1.9 7.68 2.8 2.6 1.7 11.52 1.6 16.1 6.47
"L1MB5" 433 106 479.67 827.5 262.67 598 1436 392 402 580.5 97 234 358 195 438 758.7 530 782 566 612 1112.33 282.83 998.33 487
"RLTR12C" 4 2 24 5.5 16 14.5 0 5 9 7 0 21 1 11 0 1 9 1.4 2 0.5 10 0 14 6
"(CCG)n" 31.1 19.5 191.77 89.87 77.43 156.58 18 64.6 121.72 108.93 80.7 23 50.62 29.83 68 78.65 117.58 87.73 52.23 138.37 166.13 39.33 187.85 48.5
"ORR1A3" 116.33 72.73 237.53 81.8 81.7 122 72.45 75.9 84.88 99.95 39.03 145.43 167.02 44.93 67.62 64.97 155.06 154.8 124.77 75.55 112 46.03 271.35 71
"ZP3AR" 96.5 81.4 91.9 89.63 377.6 154.97 124.67 41.4 89.45 69.1 16.53 79.3 76.2 21.4 25.5 44.7 140.25 141.2 142.07 169.2 122.55 57.9 262.3 115.87
"RLTR11A2" 46 22.2 30.92 56 34.4 78.8 88.13 70.33 56.4 97.13 26.73 127.6 63.75 22.9 80.27 29.93 58.27 48.12 70.15 28.33 87 122.53 148.03 57.53
"MamRep137" 0 0 7 0 0 11 0 8 9 19 3 0 3 0 0 0 1 17 2 14 5 0 5 2
"RMER19A" 188.27 32.03 195 397.88 155.6 273.53 374 247.9 180.17 219.2 56 34 150.43 33 69 289.37 254.93 216.17 253.63 334.67 452.2 182 450.35 309.7
"RMER17D" 5.83 3 14.25 7.12 5.75 8.37 0 8.88 4.03 2.5 3.45 1 15.4 0.2 21.9 4.05 11.93 6.3 18.13 7.1 18.8 3 24.88 1.4
"MER31A" 5 8 0 6 14 4 0 11 7 0 9 8 6 0 0 11 5 0 3.67 11 1.5 0 15 9
"MLT1E2" 26 27 52 99 54 74 133 44 51 80 23 60 37 25 0 59 78 62 57.25 59 90 69 107 43
"MLT1F1" 19 13 31 20.5 34 31.5 3 10 29.5 27.5 5 4 25 24 24 7 21 111 32.5 14 32.5 15.5 51.5 0
"RMER17B2" 16 8.58 0.8 16.5 10.33 16.95 2 16.7 23.6 33.6 3 31.13 28.4 0.6 56.4 27.6 9.5 14.6 11.8 14.05 16.2 6 14.4 29.8
"MER47B" 3.5 18 1 4 17 8 0 7 6 5 2 11 12 0 12 4 9 28 7 0 1 1 13 5
"Tigger12" 1 2 0 2.67 0 2.5 0 0 2 6 0.67 0 15 0 0 0 2 0 2 3.33 1.33 0 4 1
"MamGypLTR3" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0
"(CCCGAA)n" 1 0 0 0 7 0 0 0 0 0 1 1 0 0 0 0 0 20 1 6 0 0 0 0
"MamGypLTR3a" 0 1 10 0 8 1 0 0 2 4 0 19 1 0 0 1 1 0 4 0 3 0 1 0
"MER68" 50 22 108 197 105 150 134 112.5 104 78 26 54 65 25 163 140 156 198 124 118 221 23 275 122
"MLT2F" 210 24 231 451 138 280.2 225 207 184.5 303 48 17 115.25 72 316 343 308 147 290 265 544 91 621.3 203
"MER130" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.6 0 8 0 0 0 0 1 0.25
"MLT1J1" 34 9 66 87 12 61 139 53 32.5 25 2 18.5 25 15 29 61 63 64 48.5 65 78 6 110 61.2
"RLTR34D_MM" 0 3 12 5 0 5.25 0 0 6 2 0 13 3 0 0 1 5 1 2 0 6 0 10.83 5
"L1ME3A" 118 33 200 393.5 106 167.5 108 119 221 226 60 93 99 107.5 63 217 175 167 186.5 194 267 164.5 313 168
"(TATAG)n" 0 0 0 0 0 2 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LTR16B" 0 1 0.5 1.25 1 4 0 10 8 0 0 6 0 0 0 1 4 0 4 0 13 0 6 0
"LTR16B2" 0 2 0 2 2 5 0 0 1 3 0 24 6 1 0 0 0 0 0 16 3 0 7 0
"RLTR20B3A_MM" 3.75 6.33 0 4.75 11 10.15 0 7 3.33 11 1 0 16.25 0 0 4 1.67 12 9 7 14 0 15.5 1
"RLTR9F" 2 4 14 10.6 11 20.02 215.65 8.67 8.8 10 3.8 1 6 0 0 20 2.45 18.1 5.33 0 15.17 4 9.33 9
"L1MA5A" 19.25 20 8.25 20.17 29 26 0 43 20.5 37.5 14 27.2 62 20 87 4 14 23.33 26 17.5 39.9 15 51 19
"MMERVK9E_I-int" 44.8 12.4 62.7 90.2 49 101.43 95.7 70.1 54.25 102.68 12.6 52 43.4 52 105.6 95.8 100.28 74.1 82.05 56.73 151.9 3 146.38 102.47
"RLTR30D_RN" 0 4 0 2 3 1 0 0 0 0 0 0 0 0 0 0 2 0 6 0 0 7 4 0
"L1MEb" 16 4 9 2 0 4 0 16 6 8 0 17 7 0 0 2 0 0 1 0 6 0 13 2
"(CAAGG)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 1 0
"MER90a" 114 21 192 337 106.4 261 294 264 139 180 45 37 65.6 57 150 315 254 230 267 249 511 186 400 293
"ORSL" 1 3 2 1 1 7 0 0 1 15 0 2 2 0 0 11 3 0 4 0 2 0 3 0
"RMER3D-int" 96.23 39.75 93 226.68 118.1 176.37 412 147.2 99.78 159.77 27.3 59.8 110.48 37.6 55.1 182.9 162.47 136.9 177.02 75.2 277.28 63 294.3 143.3
"LTR37A" 4 10 0 2 6 5 0 3 7 4 0 21 3 0 0 0 3 0 5 3 3 22 8 5
"ERVB4_1B-LTR_MM" 0 6 13 1 0 0 0 8 7.5 2 0 24 0.6 0 0 2 3 0 0 2 1.2 0 7 0
"RLTR21" 16.4 10.5 31.5 22 35.5 38 0 29.5 19.7 36.3 12 50 44.5 32.33 0 20 13.33 27.5 22.5 40.33 19.2 8 41.73 26.5
"ERVB4_1B-I_MM-int" 20.5 7 23 61.53 19.6 47.1 0 43.87 32.9 20.65 17.6 17.6 19 44.2 26 49.4 55.2 86.8 21.55 33.6 108.8 46.73 86.23 27
"Tigger9b" 0 2 2 6 2 9 0 0 4 0.2 4 22 4 13 0 5 11 7 12 2.5 14 0 16 0
"UCON4" 0 3 0 0 0 0 0 1 1 0.25 2 11 3 0 0 0 4 0 4 3 3 0 5.25 0
"MLT1G1" 7 9.8 40 14.5 8 21 94 23 10 18 18 17 13 13 18 28 14 14 24 33 19.5 8 30.4 13.7
"RMER2" 14.58 14 1 15.8 14.67 21.5 0 10 6 21 7 29 41 3 1 28 19 41.2 22.5 30.2 37 0 50.1 1
"RMER16A3" 0.5 1.2 7 4.8 0 4.4 0.2 3 2 14 1 17 7.5 0 0 1.5 0 15.4 4.6 0 4.4 0 5 0
"LTR40b" 3 10 28 18 1 6 1 4 6 14 10 0 14 7 25 1 8 1 5 3 16 11 18 16
"(GGTTG)n" 0 0 0 0 0 2 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"LTR16C" 6 10 16 15 15 12 0 5 5 16 1 8 10 0 12.5 0 12.5 13 9 14 15 17 33 2
"RLTR25A" 29 20.17 96.25 73.33 23.87 40.3 0 55.83 39.83 39.6 4 24.67 35.6 25 31 30.92 57 16.67 55.2 51.73 58 8 94.53 69
"Ricksha_c" 120 26 113 366.67 117.33 287.25 479 191 167.7 251 35 19 86 37 232 316 238 430 183 284 530.5 125 442.5 177.6
"RLTR10F" 3 2 5.8 16.6 1 10.3 65 11.2 4 1.5 2.25 0 2 7.5 0 17.3 3.4 8.5 8.5 1.6 19.2 4 16.65 3.83
"RLTR9A2" 17 2 33 57 15 55 145 31 28 12 3 4 10.2 0 13 32 47 23 46 33.75 64 7 72 5
"(CTGGGG)n" 20.5 17 50 2 8 10 0 0 2.5 23 2 0 29.4 18 27 0.4 8 4 15 17 23 15 39 5
"MLTR18B_MM" 14 22 59.2 38 26 43 0 40 28 25 4 2 19 6 0.33 36 42 53 47 80 48.93 7 71 28
"L1MA10" 179 14 89.2 297.2 89 136.83 205 136.2 110 145 14 49 50 51 137 233 174 112 109 148.2 257 108 167 182
"(TGAG)n" 1 1.4 0 2 5 6.1 0 3 1.3 3.2 3 0 0 3 0 5.1 3.4 0 3 12 5.2 0 10.2 6.6
"RLTR1C" 0.8 9.4 6.07 2.7 2.25 3.9 0 12 0 5.2 0 13.75 9.8 0 0.2 6 3.33 0 13 7.8 9.67 14.8 8.33 2.4
"(TTTTC)n" 5 4 11.8 7.4 0 7.7 0 5 7 16.2 6 10 1.2 0.2 0 8.6 8.4 23 14.87 27 19.6 0 16.4 18
"RLTR9A3" 43.2 44.8 17.2 56.6 48.6 50.4 75.8 18 41.6 44.13 15 37.75 44.2 33.2 11.5 56 48.3 48.8 62.73 49 91.07 10 75.8 75.8
"(CCCCCT)n" 0 0 0 0 0 4.33 0 0 0 0 0 0 0 0 0 0 3.5 1 0.2 3 2 0 0 0
"L1M4a1" 163 22.5 169 323 53.5 240 190 151 140 184 40 44 98 69 231 282 244.5 385 164 229 424.5 101 398 131
"L1ME3C" 0 2 0 10 0 7 0 1 5 0 8 0 10 0 0 9 4 14 2 0 0 0 9 0
"Arthur1C" 0 2 0 0 0 0 0 6 0 0 0 7 0 0 0 0 0 13 7 12 0 0 1 0
"X7C_LINE" 10 1 3 0.2 0 1 0 5 0 6 0 3 0 0 0 2 2 0 7 0 0 0 1 0
"(AATAG)n" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 4.2 0 0 0
"C573_MM" 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0
"MamRep1151" 0 1 0 0 4 2 0 0 5 1.2 0 5 9 0 0 0 2 0 1.5 0 4 0 1.33 0
"LTR27C" 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0
"LTR77" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"(CAGG)n" 13 11 16.5 5.2 24 14.67 0 14 10 2 12 0 4 7 51.6 11 16 0 8 27 12.4 0 37.37 16
"MER57-int" 0 1 0 3 6 4 0 0 3 3 0 1 2 0 0 0 2 0 1 3 2 6 12 0
"MER77B" 5 2 8 8 15 8 0 1 7 12 6 4 4 5 0 4 12 0 8 0 9 0 22 2
"IAPEY4_I-int" 4.4 23.4 26.67 36.07 55.1 58.12 12 43.08 21.8 62.67 46 49.4 52.47 2 5.2 32.33 21.07 18 41.07 16.53 30.93 3 70.05 42.5
"(TTGTG)n" 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 6 1 0 0 0
"RLTR28B" 1 7.4 0 6 0 5.5 0 2 5 5 2 0 3 4 0 1 6 11 7.7 6 4.33 0 9 0
"MLTR25A" 26.7 12.83 46.5 12.5 12.1 29.68 1 32.33 19.17 8.2 3 67 22 13.2 53.8 11 23.5 20.3 33.15 10.4 28.2 11.75 44.05 20.17
"MER119" 10 4 0 8 20 4 0 2 0 27 0 14 10 2 0 3 3 0 12 0 9.2 2 9 10
"RLTR41A2" 8.67 4.5 23 40.3 23 25.33 0 11.2 9.67 9 4 6 6 1 0 65.57 28.97 8 29.67 28.33 52.4 4 44.6 18.8
"RLTR23" 15 9 1 13 15.6 15 0 21.7 7 14 2 18 26 15 24 5 9.17 33 21 12 30.3 0 29.2 35.67
"(CACAG)n" 7.7 6.6 0 0 6 2 0 1.25 2 5 4 4 2.6 4.2 0 3 3.6 0 3.8 0 5.6 0 6.1 0
"(CACCC)n" 4 2 3 6.5 0 3 0 0 0.4 1 0 0 1 0 0 3 1.75 38 2 0 0.6 0 7 9
"Charlie4a" 13 29 42 10.5 14.33 17 1 25 7 55 8 31 32 43 0 9 8.33 9 25 9 14 6 29.2 31.4
"RLTR13A" 0 0 0 1.4 0.4 0.5 0 7 1 2.4 0 7 1.6 0 0.8 0 1.3 11 1.2 2.9 0.2 0 3.33 3
"RLTR13A2" 5 6 0 2.8 0.4 1 0 8 2 9 0 0 13.4 0 0 5 3 0 2.8 17 7.4 0 3.67 12
"MER67A" 0 3 0 2.33 0 0 0 1 2 0 12 0 0 3 0 0 0 0 3 9 7 0 3 0
"(TTCTC)n" 1.4 1.4 0.4 1.2 0.2 1.2 0 0 1 1.5 0 0.8 3.2 0 0 0 0 0 0 0 0 0 4 0
"(TTAG)n" 4 0 0 0 0 1 0 17 3 0 0 0 3 24 0 0 0 0 2 0 0 0 1 0
"LTR16A1" 13 1 0 0 0 2 0 3 1 1 6 6 1 2 0 6 2 0 2 14 9 0 4.5 6
"L1VL2" 83.18 92.35 215.5 65.33 131.13 134.12 153 198.33 104.15 246.18 76.65 317.65 365.15 62.4 39.4 91.38 110.12 143.12 135.1 89.7 119.78 102.38 334.2 81.4
"(CTTTG)n" 0 0 0 0 7 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0
"MER74B" 132 26 118 285 63 199.5 128 111 117 126 25 41 64 33 197 211 173.5 214 170 157 327 73 373 179
"(TTCCC)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.2 0
"L4_C_Mam" 12 2 0 8 1 3.5 0 2 4 21 12 4 10 0 0 2 5 0 5 0 7.5 1 13 16
"RLTR13G" 7 0.4 49 5.6 10 4.67 0 14.4 5.42 3.27 8 32.8 10.5 0 0 0 10.43 17 13 6.4 11.6 0 32.9 2
"(TCTTG)n" 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 1 7 1 0 0 0
"LTR52-int" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 4 0 0 0
"X6B_LINE" 0 2 0 0 0 3 109 1 0 24 0 32 3 8 0 0 2 0 2 21 2 0 11 0
"7SLRNA" 3177.41 2015.98 4190.43 3067.51 1532.15 3911.69 3327.12 5270.52 4032.39 7931.86 5023.81 1319.39 2556.28 2576.42 2861.57 1861.68 4225.55 3468.65 3543.27 3771.77 3726.94 2134.38 5098.28 2531.48
"LTR16B1" 0 0 14 1 0 1 0 2 1 0 0 0 0 0 0 0 0 0 0 3 0.33 0 7 0
"LTR52" 1 0 0 1.33 0 0 0 1 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0
"(CTCTG)n" 0 0 0 0.33 3.4 2 0 0 1 0.4 0 0 0 0 0 0 2 0 1.4 0 0 0 0.33 0
"(ATATG)n" 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0
"RLTR31C_MM" 7 3 0 7 3.4 16.1 5.6 4 8.2 10 3 2.67 3 4 29 1 9 1.4 10 1.2 8.8 0 21 7
"(TAAG)n" 0 0 0 3.58 0 3 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0
"MLT2D" 7 15 42 6 10 12 0 7 6 12 1 23 20 1 27 3 17 29 5 12 19 0 46 12
"L1MA4A" 23.17 25 29.33 15 11 34.9 0 36 26 43.5 31 112.2 79 41 2.2 22 15 106.5 35.2 43 35.2 21 56 59
"RLTR6-int" 79.13 32.48 189.2 142.78 58.33 195.1 367 84.48 104.87 66.3 53.42 50.9 86.12 42.6 156 120.68 174.53 146.65 149.63 87.73 264.77 94.8 229.17 160.4
"AmnSINE1" 7.6 12.1 26.6 31.22 3 17.95 20.33 12.4 16.7 35.4 6.93 51.2 23.8 1.95 2.6 12.2 41.1 35.85 24.8 15.6 26.75 8.73 64.65 31.05
"RNERVK23-int" 4 0 5 1 0 0 0 1 2.2 8 5 2 3 0 12 1 2 10 2.4 0 1 22 8 0
"ERV3-16A3_LTR" 4 0 0 0 0 2 0 7 2 0 0 0 1 0 0 0 4 2 2 4 0 11 2 0
"RLTR11C_MM" 4 2 3 2.83 2.5 14 20 3 9 10 5 14 15 17 18 16.9 6 8.4 16.75 10 2 0 28.1 19
"MLT1H2" 0 2 13 8 14 9 0 3 2 21 6 5 27 0 0 8 9 9 7 3 5 13 20 5
"RLTR49" 24 15 38 10 4 22 22 12 13.5 13.5 1 4.8 9 1 5 0 12 28 6 36 12 0 29.8 12
"MERVL_2A-int" 92.28 70.6 150.53 123.55 89.97 169.73 460 132.63 103.8 194.8 78.2 110.67 121.43 34 115.33 64.77 141.48 181.28 115.28 39.67 155.87 49.2 268.68 142.3
"IAPEY_LTR" 3.33 3 0 1 0 2.2 0 0 1 0.2 0 0 1 0 0 3.4 1.8 0 5.2 0 0.8 0 5.5 5.5
"MER105" 1 3 0 0 0 2 0 0 1 5 1 0 0 0 0 5 2 0 0 11 0 0 11 12
"RLTR13D3A1" 9 3 13 15.25 11 19 0 27 11 70.5 13 29.33 53 9 2 13 16 0 16.8 35 21.67 47 42.8 4
"RLTR30B_MM" 87.8 14 130 161.8 53.6 91 153 57 65 56 20 9 24 18 71 107 114.17 85 96.8 85 232.4 28.4 227.4 78
"Charlie18a" 92 13 162 228 45 210 281 123 123 219 27 21 84 26 119 300 158 216.6 199 254 300 93 350 147
"LTR78B" 4 1 0 6 5 1 0 0 0 5 2 2 9 0 0 0 2 0 2 3 0 0 0 0
"RLTR10A" 11.5 14.9 20 26.7 34.5 45.9 2.5 3 82.8 19.9 11.5 3 16 7.2 1 13.6 68.8 6.5 50.5 37 43 9.5 68.7 17.5
"MER74A" 2 2 30 2 0.33 11 0 15 7 13 0 0 13 0 0 5 7 11 10 0 4 0 9 22
"ORR1D1-int" 41.9 15.1 47.5 26.58 32.4 40.5 109.33 36 40.83 59.5 7 38 51 11.25 0.5 33.5 42.38 42.2 47 24.3 32.4 30.5 70.57 7
"MER67C" 1 1 5 0 0 3 0 0 1 0 0 0 2 10 1.5 2 5 0 7 0 0.33 0 5 10
"CR1_Mam" 86 16 154 297 46 193.5 251 104 94 90 27 25 59 17 170 209 182 155 195 225 365 134 385 212
"MERVK26-int" 10 3 8 8.75 15 15.5 58 0 4.5 9 0 3 21 37 1 1 1 7 11.8 9 9 0 18 1
"RLTR26" 8 0.5 0 3 7 8.73 0 1 11 0.5 4 0 0.2 0 0 1.7 6.6 0 3.2 0.4 0 3.4 9.07 10
"RLTR8" 4 8 0 1 0 0 0 0 5 0 0 21 3 0 0 1 2 19 3 0 2 0 5 13
"MLTR31E_MM" 4 2 4 6.6 12.7 3 0 1 3.4 3 2 0.73 3.2 0 0 5 4 1.83 8.87 0 5.67 0 15.4 2
"RLTR26D_MM" 7 0 4 5 10 8 0 8.6 2 6 0 13 12 0 0 4 6 9 9 8 7 3 21 3
"(ACTG)n" 0 0 0 2 0 0 0 0 0 1 0 5 7 14 0 0 0 0 4 7 0 0 3.5 3.2
"L1M8" 2 3 0 7 4 5 56 7 4 3 1 7 6 0 0 0 5 0 0 0 3 7 7 3
"LTR48B" 2.5 1 0 8.5 7.5 7 0 8 1 1 0 1 9 0 0 2 0 0 6 0 3 14 3 0.8
"MERV1_I-int" 144.8 31 212 345.17 141 246.3 350.2 193 174.1 153 62.25 87 125 56.2 55 251.33 219.4 182.2 161.3 217.8 343.2 124 383.3 176.8
"IAPEY4_LTR" 0 0 0 0 0 0 0 0 0 0 1.2 0 0 0 0 0 0 0 0 0 0 0 4 0
"LTR48" 1 1 0.33 10 2 8 0 8 2 9 2 0 14 1 0 0 6.5 0.2 6 12 13 0 14 4
"MMERGLN_LTR" 0.2 5 0 0.4 8.4 0.4 0 0 0.2 12 0 1.2 6.25 0 6 9 0.4 0 0 0 0 0 0.33 0
"RLTR1B-int" 154.1 31.8 603.49 374.54 190 646.32 165 239.6 365.29 89.2 78.4 104 104.9 29.9 294.63 327.1 417.13 222.46 199.1 370.59 424.91 174.4 846.4 757.32
"RLTR22_Mur" 101.5 24.9 213 198.53 88.8 133.82 184.6 102.07 122.33 111.57 23 32 102.23 20.1 262.2 131 178.15 173.8 135.53 186.27 247.45 121.23 231.47 179
"LTR82B" 2 0 0 0 7 0 0 0 3 14 2 0 3 0 0 0 3 0 0 0 3 6 4 0
"(TAGG)n" 0 2 0 0 0 1 0 0 0 0.2 0 0 1 0 4 0 0 0 2 0 3 0 0 0
"(CGGGG)n" 2.6 0.2 5 16.7 9.6 28.2 0 4.2 14.2 10.2 13 2 14.5 4 5.2 3.4 17.53 11 2 10 48.7 6.8 35.6 22.8
"RLTR50B" 0 1 0 0 0 4 0 1 7 2 8 16 0 0.2 0 9 4 0 1 18 11 0 3 25
"MER63C" 1 1 8 6 18 4 0 0 3.67 2 0.5 11 11 0 0 0 4 1 10 37 2 6 4 0
"(TGGGGG)n" 5 4.6 33 5.5 2 8 0 4.4 9.7 4 3 2 8 0 0 29 7.5 24.33 9 25.2 28 1 23.55 4.6
"Tigger17a" 16.33 13 15 21.5 51 34.33 0 25 13 29 3 62 31 5.5 0 6 12 34 18.53 8 24.5 15 45 38
"RLTR10-int" 16.18 7 25 32.78 19.87 27.38 1.33 16 20.27 28.88 1.07 49.67 13.48 18 0 15.37 44.12 49.13 30 32.63 38.72 20.3 50.63 27.85
"MamRep605" 0 10 9 4 6 5 0 19 5 12 12 4 3 22 35 1 7 31 10 8 5 1 9 17
"BGLII_B2" 5 2 1 3.33 0 2 0 17 5.5 5.2 2.67 2 6 0 7.5 0 3 0.8 9 1.1 5.8 0 4 2.25
"BGLII_A" 2 0 0 8 14 2.2 0 2 0 0 0 0 0 0 0.5 0 1.2 0 0 0 2 0 7 14
"RLTR17" 150 66.87 161.4 196.9 178.1 444 90 148.2 289.47 143.73 148.5 86 145.9 108 50 68.83 88.28 92.5 102 139.1 100.03 64 202.25 123.1
"ORR1D-int" 0.4 9.2 0.2 13.47 2.6 17.1 1.2 31.4 17.55 11.85 17.6 16.2 9.05 12.25 28.5 3.38 5.43 2.25 5.9 16 11.15 2.85 16.62 8.4
"RLTR44D" 0.2 4 2.2 0 2 0 0 0 0 1 0 0 0 0 0 0 1.6 0 0.6 3.6 0 0.5 1 0
"RLTR44-int" 18.13 3 43 25.97 10.8 24.9 0 25 19.33 29.4 1.2 7 4 0.6 0 6 14 10 18 28.67 27.6 0 65.33 26
"RMER16" 2.5 4.8 12 4.2 10.2 8.45 0 0.4 0 8 2 9 2.5 0 42 2 4.6 2.2 10 0 4.33 0 10 4.8
"RMER16-int" 34.5 21.35 73.33 93.75 32.65 80.57 45.5 96.68 30.35 57.75 4.35 45.5 40.05 20.7 44.5 62.6 47.17 73.08 52.92 63.6 91.43 32.75 95 26.75
"MLT1H-int" 3 1 0 7 0 8 0 0 5 12.5 0 0 1 13 0 5 5 12 2 0 4 0 11 5
"MER67B" 1 1 0 6 0 3 0 0 1 25 2 0 7 0 0 2 0 0 0 0 5 2 13 10
"RLTR33" 14 17.2 23.5 17 38 20.3 0 27 16 30 7 51 44 23 11 15 29 21 26 19 26.33 2 38.2 36
"LTR40a" 2 4 3 5 2 2 51 2 8 3 7 3 21 0.5 0 0 4 7 18 7 8 26 16 2
"(TATAA)n" 0 1 0 2 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"L1M3c" 0 5 7 2 0 1 0 4 0 13 0 5 0 0 0 0 1 1 1 4 0 0 4 0
"Charlie10b" 0 4 0 0 0 3 0 0 3 0 0 4 0 0 0 0 0 13 0 0 0 0 0 0
"MER124" 0 1 1 0 0 2 0 0 4 2 0 6 11 0 0 0 2 2 6 3 0 0 9 0
"MLTR31FA_MM" 7.6 2 8 21.2 11 18.8 0 10.63 3 13.9 3.4 7 9 0 3 7.6 11.4 6.6 19.4 3 20.1 0 39.83 5
"L1MCc" 1 2.2 12 10 25 7.2 1.33 7 0 19 3 54 25 0 22 0 4 16 3 8 9 0 16.5 6
"Charlie7a" 0 2 0 0 0 0 57 5 1.5 1 0 0 2 0 0 0 0 0 0 0 3 0 4 0
"Tigger16a" 6 2 4 10 7.5 4.5 0 7 2.5 13 8 13 1 0 0 0 6 0 0.33 0 11 0 9 1
"(GGGTG)n" 0 0 2 2 0 1 0 0 7 0 10.4 0 0.5 0 0 2 1 0 1 0 10 6 10 3
"L1MCa" 17 40 10 31.2 20.5 47.1 60.2 44.5 25 69 34 84 82.5 6 21.53 11 36 28 34.2 24.4 49 10.4 77.4 17
"(CCCA)n" 2 0 0 0 0.33 1 0 0 2 0 0 0 0.33 0 0 0 0 9 3 0 1 0 2 0
"MER5C" 0 9 0 0 0.4 2 0 0 3 7 4 0 4 0 0 8 0 21 2 5 0 0 12 21
"L1MB1" 25 30 39 31 40.5 41.2 58 16 28.33 40 14 83 31 6 8 29 20.5 82 58 22 53.5 11 58.5 29
"U2" 1774.84 2473.2 4809.36 1807.91 1750.96 3026.16 2299.7 2753.16 1822.19 9174.94 1522.35 1896.84 2458.4 1280.38 3471.37 1285.79 5147.03 2313.57 5675.1 2404.09 4112.08 965.66 5587.54 2895.11
"RLTR20B3" 102 12.2 158 256.2 85.2 154.75 15 86.4 118.9 112.67 59 38 81.25 85.6 73 210.2 157 173 114.4 153.4 277.2 44 281 163
"ERVB5_1-LTR_MM" 0.4 0 7.4 10.98 0.2 7.8 0 2.25 3.73 0.6 0 12.2 1.8 0.2 0 3.6 6.68 0 6.8 7.57 13.27 0.75 7.3 0.8
"RMER17B" 156.8 88.55 263.58 221.32 178.9 368.32 87.05 188.97 257.33 163.85 124.9 132.2 159.2 83.2 175.62 119.98 138.98 123.35 122.67 147.8 211.43 107 244.03 129.3
